text,language,original_language,violence,directed_vs_generalized,gender,race,national_origin,disability,religion,sexual_orientation,isHate
तुमने कैसे बनाया?,hin,hin,0,0,0,0,0,0,0,0,0
The brain is just a complicated machine.,eng,eng,0,0,0,1,0,0,0,0,1
"Though his stay in Europe was transient, Spenser felt he had learned much more about interactions with other people from traveling than he did at college.",eng,eng,0,0,0,1,0,0,0,0,1
No hacen más que protestar.,spa,spa,0,0,0,1,0,0,0,0,1
Los niños se están cansando.,spa,spa,0,0,0,1,0,0,0,0,1
现在的孩子认为解决任何生活问题都像重新开始一个电脑游戏那么简单。,cmn,cmn,0,0,0,0,0,0,0,0,0
战争在1939年爆发了。,cmn,cmn,0,0,0,0,0,0,0,0,0
El coche se estrelló contra la pared.,spa,spa,0,0,0,1,0,0,0,0,1
நீ வழி காட்டிக் கொண்டு இருக்கிறாய்,tam,tam,0,0,0,0,0,0,0,0,0
"En una sociedad acomodada, la mayoría de las personas tienen altos estándares de vida.",spa,spa,0,0,0,1,0,0,0,0,1
El arcoíris tiene siete colores.,spa,spa,0,0,0,0,0,0,0,0,0
这是张舒服的椅子。,cmn,cmn,0,0,0,0,0,0,0,0,0
"El signo ""&"" significa ""y"".",spa,spa,0,0,0,0,0,0,0,0,0
"Say what you will, I think he is an honest person.",eng,eng,0,0,0,1,0,0,0,0,1
那个城堡很漂亮。,cmn,cmn,0,0,0,0,0,0,0,0,0
現在不止要男女薪金平等，而且還要平均分配家務。,cmn,cmn,0,0,0,0,0,0,0,0,0
"De no haber tenido tu ayuda, yo no podría haberlo hecho.",spa,spa,0,0,0,0,0,0,0,0,0
Él toca el piano muy bien.,spa,spa,0,0,0,0,0,0,0,0,0
हमारा स्वास्थ्य हमारी सबसे कीमती संपत्ति होती है।,hin,hin,1,0,0,0,0,0,0,0,1
"Muchas gracias, doctor.",spa,spa,0,0,0,0,0,0,0,0,0
You have only to wait here for him.,eng,eng,0,0,0,0,0,0,0,0,0
मेरे पापा के बाल सफ़ेद हो गए हैं।,hin,hin,0,0,0,0,0,0,0,0,0
Can you make out the meaning easily?,eng,eng,0,0,0,0,0,0,0,0,0
"Esto por correo certificado, por favor.",spa,spa,0,0,0,1,0,0,0,0,1
बेवकूफ मर ईसाई,hin,hin,1,0,1,0,0,1,1,0,1
是在昨天Jake打破了这扇窗。,cmn,cmn,1,0,0,0,0,0,0,0,1
तुम ओबीसी हो,hin,hin,0,0,0,1,0,0,0,0,1
मैं उसके साथ सैर के लिए गया।,hin,hin,0,0,0,0,0,0,0,0,0
她心中充滿了成為女演員的夢想。,cmn,cmn,0,0,0,0,0,0,0,0,0
"Muéstreme los de manga corta, por favor.",spa,spa,0,0,0,1,0,0,0,0,1
你能猜到我的年龄吗？,cmn,cmn,0,0,0,0,0,0,0,0,0
बॉब यहाँ आया था ना?,hin,hin,0,0,0,0,0,0,0,0,0
明天会不会又很热？,cmn,cmn,0,0,0,0,0,0,0,0,0
Él es un hombre de virtud.,spa,spa,0,0,1,0,0,0,0,0,1
How much will it cost to get to the airport?,eng,eng,0,0,0,1,0,0,0,0,1
मैं भारत की यात्रा पर था।,hin,hin,0,0,0,0,0,0,0,0,0
मुझे नौवे महीने का नाम बताओ।,hin,hin,0,0,0,0,0,0,0,0,0
在他父亲死后，他接管了公司。,cmn,cmn,1,0,0,0,0,0,0,0,1
डब्बे की विषय-सूची उसके टैग पर लिखी हुई है।,hin,hin,0,0,0,0,0,0,0,0,0
Esta novela es más interesante que la que leí la semana pasada.,spa,spa,0,0,0,1,0,0,0,0,1
I don't agree with him.,eng,eng,0,0,0,0,0,0,0,0,0
"Con tal de que corra, cualquier coche sirve.",spa,spa,0,0,0,0,0,0,0,0,0
All you have to do is to wait.,eng,eng,0,0,0,0,0,0,0,0,0
Él estudió el vuelo de los pájaros.,spa,spa,0,0,0,1,0,0,0,0,1
La capital de Japón es Tokio.,spa,spa,0,0,0,0,0,0,0,0,0
वह उसके साथ एक छोटे से घर में रहती है.,hin,hin,0,0,0,0,0,0,0,0,0
No es caro.,spa,spa,0,0,0,0,0,0,0,0,0
La vida es lo que te pasa mientras estás ocupado haciendo otros planes.,spa,spa,0,0,0,1,0,0,0,0,1
mala golpear cristiano,spa,spa,1,0,1,1,0,0,1,0,1
No soy el único que tiene esta opinión.,spa,spa,0,0,0,1,0,0,0,0,1
Ella y yo estamos en la misma clase.,spa,spa,0,0,0,1,0,0,0,0,1
威利回答说：“你真好！”,cmn,cmn,0,0,0,0,0,0,0,0,0
Al parecer Jack está enfermo.,spa,spa,0,0,0,1,0,0,0,0,1
Estos son nuestros libros.,spa,spa,0,0,0,1,0,0,0,0,1
You need to have friends who can help you out.,eng,eng,0,0,0,0,0,0,0,0,0
फ़ोटोकॉपियर में कागज़ खतम हो गया है।,hin,hin,0,0,0,0,0,0,0,0,0
The data suggest that the optimum length of a lecture may be 30 instead of 60 minutes.,eng,eng,0,0,0,1,0,0,0,0,1
मैं नतीजे से खुश हूँ।,hin,hin,0,0,0,0,0,0,0,0,0
他因癌症逝世了。,cmn,cmn,0,0,0,0,0,0,0,0,0
"Y sin embargo, también lo contrario es siempre verdadero.",spa,spa,0,0,0,0,0,0,0,0,0
इस परिस्थिति में कठोर कदम उठाने होंगे।,hin,hin,0,0,0,0,0,0,0,0,0
Él no es tan estúpido como aparenta.,spa,spa,0,0,0,1,0,0,0,0,1
Supply is relative to demand.,eng,eng,0,0,1,0,0,0,0,0,1
Ella besó a su padre en la mejilla.,spa,spa,0,0,0,0,0,0,0,0,0
You will soon get accustomed to your new school.,eng,eng,0,0,0,1,0,0,0,0,1
EEUU es una nación democrática.,spa,spa,0,0,0,0,0,0,0,0,0
"Japan is full of beautiful cities. Kyoto and Nara, for instance.",eng,eng,0,0,0,1,0,0,0,0,1
El verano pasado trabajé en una granja por horas.,spa,spa,0,0,0,0,0,0,0,0,0
Realmente no eres tonto.,spa,spa,0,0,0,0,0,0,0,0,0
The teacher is likely to get angry with the students.,eng,eng,0,0,0,1,0,0,0,0,1
பைத்தியம் பைத்தியம் புத்தர்,tam,tam,0,0,1,0,0,1,1,0,1
Dáselo a alguien que te guste.,spa,spa,0,0,0,1,0,0,0,0,1
我们没机会赢那些一流选手。,cmn,cmn,0,0,0,0,0,0,0,0,0
The balloon descended gradually as the air came out.,eng,eng,0,0,0,1,0,0,0,0,1
¿Qué? ¿Todavía no sabes conducir?,spa,spa,0,0,0,0,0,0,0,0,0
"Prefiero buscarle solución a los problemas, no sólo denunciarlos.",spa,spa,0,0,0,1,0,0,0,0,1
Lo único que encontré fueron un par de tijeras.,spa,spa,0,0,0,0,0,0,0,0,0
我养了一只母猫。,cmn,cmn,0,0,0,0,0,0,0,0,0
你不这么认为吗？,cmn,cmn,0,0,0,0,0,0,0,0,0
I had a stroke last year.,eng,eng,0,0,0,1,0,0,0,0,1
I don't know what you mean.,eng,eng,0,0,0,0,0,0,0,0,0
"The sooner, the better.",eng,eng,0,0,0,0,0,0,0,0,0
इस बच्चे को सच का आदर और सच का पालन करना सिखाना होगा।,hin,hin,0,0,0,0,0,0,1,0,1
I admire you for your courage.,eng,eng,0,0,0,0,0,0,0,0,0
I can walk to school in 10 minutes.,eng,eng,0,0,0,1,0,0,0,0,1
Mi opinión es opuesta a la tuya.,spa,spa,0,0,0,1,0,0,0,0,1
Las niñas estaban sentadas una al lado de otra.,spa,spa,0,0,0,1,0,0,0,0,1
"Pass me the salt, please. ""Here you are.""",eng,eng,0,0,0,0,0,0,0,0,0
हमारी पिछली मुलाक़ात से अब दस साल हो गए हैं।,hin,hin,1,0,0,0,0,0,0,0,1
நாங்கள் அனைவரும் அமைதியாக இருந்தோம்,tam,tam,0,0,0,0,0,0,0,0,0
The sail tightened in the strong wind.,eng,eng,0,0,0,1,0,0,0,0,1
We can travel through time. And we do at the remarkable rate of one second per second.,eng,eng,0,0,0,0,0,0,0,0,0
मैं तुम्हारी आँखों में मर चुका हूँ।,hin,hin,1,0,0,0,0,0,0,0,1
"Soy Paul, tu compañero de habitación.",spa,spa,0,0,0,0,0,0,0,0,0
I never see you but I think of my brother.,eng,eng,0,0,0,0,0,0,0,0,0
क्या वह टॉम है?,hin,hin,0,0,0,0,0,0,0,0,0
由美一個人去了那裏。,cmn,cmn,0,0,0,0,0,0,0,0,0
Ese millonario compró una pintura de Millet.,spa,spa,0,0,0,0,0,0,0,0,0
You can't get lost in big cities; there are maps everywhere!,eng,eng,0,0,0,1,0,0,0,0,1
你是一个基督教,cmn,cmn,0,0,0,0,0,0,1,0,1
医生治好了她的病。,cmn,cmn,0,0,0,0,0,0,0,0,0
这首歌让我想家了。,cmn,cmn,0,0,0,0,0,0,0,0,0
Pregúntale si habla japonés.,spa,spa,0,0,0,0,0,0,0,0,0
他的圈子裏有兩人是醫生，一個是外科醫生，另一個是眼科醫生。,cmn,cmn,0,0,0,0,0,0,0,0,0
டோம் மருத்துவமனையில் மூன்று நாட்களாக இருக்கிறான்.,tam,tam,0,0,0,0,0,0,0,0,0
I have seen much of him lately.,eng,eng,0,0,0,0,0,0,0,0,0
Mi madre tiene ideas anticuadas.,spa,spa,0,0,0,0,0,0,0,0,0
मेरी गाड़ी टोयोटा है।,hin,hin,0,0,0,0,0,0,0,0,0
उसने मरम्मत में कमियां पाई थीं।,hin,hin,1,0,0,0,0,0,0,0,1
बंदूकें लोगों को नहीं मारती। लोग लोगों को मारते हैं।,hin,hin,1,0,0,0,0,0,0,0,1
Let's consider the worst that could happen.,eng,eng,0,0,0,1,0,0,0,0,1
"Esta es mi amiga Rachel, fuimos al instituto juntos.",spa,spa,0,0,0,1,0,0,0,0,1
"Despite Trang's constant affirmations of love, Spenser is still afraid someday she will fall out of love with him.",eng,eng,0,0,0,1,0,0,0,0,1
Send me the best employees that money can buy. Money is no object.,eng,eng,0,0,0,1,0,0,0,0,1
Él se presentará posiblemente al examen de ingreso.,spa,spa,0,0,0,0,0,0,0,0,0
Algunas veces no puedo evitar mostrar mis sentimientos.,spa,spa,0,0,0,1,0,0,0,0,1
सच कहूं तो मुझे उसका बात करने का तरीका ही पसंद नहीं आया।,hin,hin,0,0,0,0,0,0,0,0,0
मैं कल गाँव जा रहा हूँ।,hin,hin,0,0,0,0,0,0,0,0,0
在考期末試前那陣子我應該再努力一點。,cmn,cmn,0,0,0,0,0,0,0,0,0
Realmente necesito golpear a alguien.,spa,spa,1,0,0,0,0,0,0,0,1
You're such a cute boy.,eng,eng,1,0,0,0,0,0,0,0,1
நீ சைவன் ஆக இருக்கிறாய்,tam,tam,0,0,0,0,0,0,1,0,1
You are deaf,eng,eng,0,0,0,0,0,1,0,0,1
坏 无耻 佛教,cmn,cmn,0,0,1,0,0,0,1,0,1
वस्नीकों में काफी तादाद में मर्द थे.,hin,hin,1,0,0,0,0,0,0,0,1
You are die,eng,eng,1,0,0,0,0,0,0,0,1
Banks open at nine o'clock.,eng,eng,0,0,0,0,0,0,0,0,0
मुझे चीनी-वाला चीज़ें नहीं खानी चाहिएँ।,hin,hin,0,0,0,0,0,0,0,0,0
நீ அடி ஆக இருக்கிறாய்,tam,tam,1,0,0,0,0,0,0,0,1
如果明天下雨，我們就不會去那裏。,cmn,cmn,0,0,0,0,0,0,0,0,0
这周放什么电影？,cmn,cmn,0,0,0,0,0,0,0,0,0
"And he chased the cattle, the sheep, and the people out of the temple.",eng,eng,0,0,0,0,0,0,0,0,0
Él da un paseo todas las mañanas.,spa,spa,0,0,0,0,0,0,0,0,0
他被很多人围着，自然变得有点紧张。,cmn,cmn,0,0,0,0,0,0,0,0,0
"Not only are you wrong, but I am wrong too.",eng,eng,0,0,0,0,0,0,0,0,0
Estos audífonos están rotos.,spa,spa,0,0,0,1,0,0,0,0,1
Mientras comíamos el postre crecía el deseo por viajar a este país.,spa,spa,0,0,0,1,0,0,0,0,1
你是一个哑巴,cmn,cmn,0,0,0,0,0,1,0,0,1
What does it involve?,eng,eng,0,0,0,0,0,0,0,0,0
Nara is a quiet and beautiful city.,eng,eng,0,0,0,0,0,0,0,0,0
Nancy不打网球。,cmn,cmn,1,0,0,0,0,0,0,0,1
Your tie blends well with your suit.,eng,eng,0,0,0,0,0,0,0,0,0
Ya he terminado mi trabajo.,spa,spa,0,0,0,0,0,0,0,0,0
这不是任何人都能做的事。,cmn,cmn,0,0,0,0,0,0,0,0,0
Ella me hizo un vestido maravilloso.,spa,spa,0,0,0,1,0,0,0,0,1
मेरी बहन को मिठाईयाँ पसंद हैं।,hin,hin,0,0,0,0,0,0,0,0,0
我知道他住哪儿。,cmn,cmn,0,0,0,0,0,0,0,0,0
பலர் அவர்கள் ஈட்டுவதைவிட கூடுதலாகச் செலவிடுகின்றனர்.,tam,tam,0,0,0,0,0,0,0,0,0
Jack买不起新自行车。,cmn,cmn,0,0,0,0,0,0,0,0,0
You don't have to come tomorrow.,eng,eng,0,0,0,0,0,0,0,0,0
La cantidad de lluvia de este verano no fue normal.,spa,spa,0,0,0,1,0,0,0,0,1
The air was infected with photochemical smog.,eng,eng,0,0,0,0,0,0,0,0,0
几乎没人相信她。,cmn,cmn,0,0,0,0,0,0,0,0,0
Legends of vampires flourish in the Balkans.,eng,eng,0,0,0,0,0,0,0,0,0
如果你死了，你的家人會怎樣呢？,cmn,cmn,1,0,0,0,0,0,0,0,1
无耻 打 穆斯林,cmn,cmn,1,0,1,0,0,0,1,0,1
கெட்ட அடி புத்தர்,tam,tam,1,0,1,0,0,0,1,0,1
Yo esperaré aquí hasta que él vuelva.,spa,spa,0,0,0,1,0,0,0,0,1
Why do you want to leave today?,eng,eng,0,0,0,0,0,0,0,0,0
उसने भारत में विद्रोह को रोका।,hin,hin,0,0,0,0,0,0,0,0,0
अभी कितने बजे हैं?,hin,hin,0,0,0,0,0,0,0,0,0
You are not to leave this room.,eng,eng,0,0,0,0,0,0,0,0,0
Debes terminar este trabajo en una semana.,spa,spa,0,0,0,1,0,0,0,0,1
मुझे नहीं चाहिए।,hin,hin,0,0,0,0,0,0,0,0,0
Where can I get a shuttle bus at the airport?,eng,eng,0,0,0,0,0,0,0,0,0
El pueblo estaba lleno de actividad.,spa,spa,0,0,0,1,0,0,0,0,1
我们是人。,cmn,cmn,0,0,0,0,0,0,0,0,0
別忘了寫信給我。,cmn,cmn,0,0,0,0,0,0,0,0,0
請把錯誤改正過來，然後把文件夾還給 Luxemburg 先生。,cmn,cmn,0,0,0,0,0,0,0,0,0
El cuadro está colgado torcido.,spa,spa,0,0,0,1,0,0,0,0,1
Mi padre se presentó a un concurso culinario y lo ganó.,spa,spa,0,0,0,0,0,0,0,0,0
मुझे बस इतना ही कहना है।,hin,hin,0,0,0,0,0,0,0,0,0
हमारे यहाँ कल रात भारी बरसात हुई थी।,hin,hin,1,0,0,0,0,0,0,0,1
मैं उससे छः महीनों में एक बार मिलता हूँ।,hin,hin,0,0,0,0,0,0,0,0,0
Los jueves por la noche es gratis la cerveza.,spa,spa,0,0,0,0,0,0,0,0,0
There's no doubt.,eng,eng,0,0,0,0,0,0,0,0,0
Ella juega al tenis todos los días tras las clases.,spa,spa,0,0,0,0,0,0,0,0,0
我怕地震。,cmn,cmn,0,0,0,0,0,0,0,0,0
"Cuando estuvo frente a la evidencia, tuvo que admitir que él era el culpable.",spa,spa,0,0,0,1,0,0,0,0,1
Este será un buen souvenir de mi viaje a los Estados Unidos.,spa,spa,0,0,0,1,0,0,0,0,1
ஒரு சதுரத்திற்கு நான்கு சமமான பக்கங்கள் உள்ளன,tam,tam,0,0,0,0,0,0,0,0,0
2月我们有个短期休假。,cmn,cmn,0,0,0,0,0,0,0,0,0
El deseo emerge entre necesidad y demanda.,spa,spa,0,0,0,0,0,0,0,0,0
भारत में कई लोग गाय को पूज्य मानते हैं।,hin,hin,0,0,0,0,0,0,0,0,0
What do you usually do on Sundays?,eng,eng,0,0,0,0,0,0,0,0,0
¿Qué otras opciones tengo?,spa,spa,0,0,0,0,0,0,0,0,0
Esta casa no es en absoluto cómoda para vivir.,spa,spa,0,0,0,1,0,0,0,0,1
这汤里盐放多了。,cmn,cmn,0,0,0,0,0,0,0,0,0
You are kill,eng,eng,1,0,0,0,0,0,0,0,1
No sabía de dónde venía eso.,spa,spa,0,0,0,0,0,0,0,0,0
看书很有意思。,cmn,cmn,0,0,0,0,0,0,0,0,0
由于缺水，花园里所有的花都死了。,cmn,cmn,1,0,0,0,0,0,0,0,1
Vi a una niña cuyo pelo le llegaba hasta la cintura.,spa,spa,0,0,0,1,0,0,0,0,1
"हाँ, मैं बस अभी आता हूँ।",hin,hin,0,0,0,0,0,0,0,0,0
"As for the students of today, I don't know what they are thinking about.",eng,eng,0,0,0,1,0,0,0,0,1
You should apologize to Dad for not coming home in time for supper.,eng,eng,0,0,0,0,0,0,0,0,0
"Thanks to your help, I could succeed.",eng,eng,0,0,0,0,0,0,0,0,0
他應該很快就會病好了。,cmn,cmn,0,0,0,0,0,0,0,0,0
वे अस्पताल में हैं।,hin,hin,0,0,0,0,0,0,0,0,0
"Ella es demasiado baja, y no alcanza a la estantería de arriba.",spa,spa,0,0,0,1,0,0,0,0,1
आप स्वीडिश में बोलेंगे।,hin,hin,0,0,0,0,0,0,0,0,0
कुछ दिन पहले उसकी माँ हस्पताल में चल बसीं।,hin,hin,0,0,0,0,0,0,0,0,0
¿Cuál crees que es el origen de las actuales fricciones comerciales niponas-estadounidenses?,spa,spa,0,0,0,1,0,0,0,0,1
¡Es muy romántico!,spa,spa,0,0,0,0,0,0,0,0,0
You must make up for the loss.,eng,eng,0,0,0,1,0,0,0,0,1
இன்னும் கொஞ்சம் பெரியதைக் காட்டு.,tam,tam,0,0,0,0,0,0,0,0,0
Your conduct doesn't become a gentleman.,eng,eng,0,0,1,0,0,0,0,0,1
Cows are more useful than any other animal in this country.,eng,eng,0,0,0,0,0,0,0,0,0
Your glasses fell on the floor.,eng,eng,0,0,0,0,0,0,0,0,0
我不太喜欢看电视。,cmn,cmn,0,0,0,0,0,0,0,0,0
Money is the root of all evil.,eng,eng,0,0,0,0,0,0,0,0,0
डॉक्टर ने उन्हें सिगरेट न पीने की सलह दी।,hin,hin,0,0,0,0,0,0,0,0,0
उन्होंने ज़्यादा मेहनत से काम करने का इरादा किया।,hin,hin,0,0,1,0,0,0,0,0,1
वे आखिरकार नज़र से बाहर निकल गए।,hin,hin,0,0,0,0,0,0,0,0,0
因患流感而死亡的人不在少数。,cmn,cmn,1,0,0,0,0,0,0,0,1
¿Y si dieras un discurso y nadie viniera?,spa,spa,1,0,0,1,0,0,0,0,1
You will soon come to like this town.,eng,eng,0,0,0,0,0,0,0,0,0
La obligaron a confesar por la fuerza.,spa,spa,0,0,0,0,0,0,0,0,0
I had a quarrel with him over money.,eng,eng,0,0,0,0,0,0,0,0,0
यह मानना होगा कि वह एक योग्य मार्ग दर्शक है ।,hin,hin,1,0,0,0,0,0,0,0,1
मैं तुम्हारे जितना लम्बा हूँ।,hin,hin,0,0,0,0,0,0,0,0,0
यह किताब उस किताब से पुरानी है।,hin,hin,0,0,0,0,0,0,0,0,0
Los capullos del rosal del jardín empiezan a abrirse poco a poco.,spa,spa,0,0,0,0,0,0,0,0,0
No he visto ni una vez a Kimura últimamente.,spa,spa,0,0,0,1,0,0,0,0,1
Supongo que es diferente cuando lo consideras a largo plazo.,spa,spa,0,0,0,0,0,0,0,0,0
The educational system is in transition.,eng,eng,0,0,0,1,0,0,0,0,1
All you have to do is to wait for me to return.,eng,eng,0,0,0,0,0,0,0,0,0
他很快就会回来的。,cmn,cmn,0,0,0,0,0,0,0,0,0
"Al pensar que mañana voy al trabajo, verdaderamente me deprimo.",spa,spa,0,0,0,0,0,0,0,0,0
Lo que él dijo no tiene relación con el problema.,spa,spa,0,0,0,0,0,0,0,0,0
நீ சாக ஆக இருக்கிறாய்,tam,tam,1,0,0,0,0,0,0,0,1
"The picture you are looking at costs 100,000 yen.",eng,eng,0,0,0,1,0,0,0,0,1
வலது பக்கத்தை கடைப் பிடி,tam,tam,0,0,0,0,0,0,0,0,0
牆上掛著 Bob 的肖像畫。,cmn,cmn,0,0,0,0,0,0,0,0,0
माफ़ कीजिए पर हम आपकी मदद नहीं कर सकते।,hin,hin,0,0,0,0,0,0,0,0,0
病人随时会死。,cmn,cmn,1,0,0,0,0,0,0,0,1
"Hurry up, and you will be able to catch the train.",eng,eng,0,0,0,0,0,0,0,0,0
उसने दरवाज़े के पास एक कुत्ता देखा।,hin,hin,0,0,0,0,0,0,0,0,0
你生日的时候，我送你一辆自行车。,cmn,cmn,0,0,0,0,0,0,0,0,0
¿Eres capaz de decir en inglés lo que estás pensando?,spa,spa,0,0,0,1,0,0,0,0,1
I'm tired of eating fast food.,eng,eng,0,0,0,1,0,0,0,0,1
在这件事上，我不同意你的说法。,cmn,cmn,0,0,0,0,0,0,0,0,0
You ought to have taken your father's advice.,eng,eng,0,0,0,0,0,0,0,0,0
¿Por qué te ausentaste ayer?,spa,spa,0,0,0,1,0,0,0,0,1
"उसके पास कुछ भी कहने को नहीं था, तो वह चला गया।",hin,hin,0,0,0,0,0,0,0,0,0
